id,x,y,v,union,dx,dy
50,222.356826782226562,-576.057556152343750,14.737916946411133,10,222.356826782226562,-576.057556152343750
51,223.331710815429688,-558.134033203125000,17.362752914428711,10,223.331710815429688,-558.134033203125000
52,224.235488891601562,-519.707397460937500,19.188243865966797,10,224.235488891601562,-519.707397460937500
53,228.272781372070312,-472.852386474609375,14.730587959289551,10,228.272781372070312,-472.852386474609318
54,228.367141723632812,-461.275848388671875,15.076212882995605,10,228.367141723632812,-461.275848388671875
55,227.708557128906250,-450.005706787109375,14.626109123229980,10,227.708557128906250,-450.005706787109375
56,226.119979858398438,-437.016448974609375,14.658580780029297,10,226.119979858398438,-437.016448974609318
57,224.015090942382812,-426.182952880859375,13.813778877258301,10,224.015090942382812,-426.182952880859375
58,222.326492309570312,-420.316467285156250,13.691184997558594,10,222.326492309570312,-420.316467285156250
59,220.107452392578125,-414.554595947265625,13.244235992431641,10,220.107452392578125,-414.554595947265625
60,217.500549316406250,-409.415374755859375,13.149854660034180,10,217.500549316406250,-409.415374755859375
61,214.217788696289062,-404.488494873046875,12.858858108520508,10,214.217788696289062,-404.488494873046875
62,210.538391113281250,-400.330383300781250,12.778132438659668,10,210.538391113281250,-400.330383300781250
63,207.303436279296875,-397.502838134765625,12.622180938720703,10,207.303436279296875,-397.502838134765625
64,202.646163940429688,-394.460021972656250,12.561682701110840,10,202.646163940429688,-394.460021972656250
65,198.976669311523438,-392.832305908203125,12.464185714721680,10,198.976669311523438,-392.832305908203125
66,193.613479614257812,-391.498321533203125,12.391119956970215,10,193.613479614257812,-391.498321533203125
67,189.412460327148438,-391.214447021484375,12.340741157531738,10,189.412460327148438,-391.214447021484375
68,183.948928833007812,-391.839202880859375,12.270516395568848,10,183.948928833007812,-391.839202880859375
69,179.784759521484375,-393.110961914062500,12.254957199096680,10,179.784759521484375,-393.110961914062500
70,176.016754150390625,-394.899719238281250,12.225090026855469,10,176.016754150390625,-394.899719238281307
71,171.587280273437500,-397.967071533203125,12.192609786987305,10,171.587280273437500,-397.967071533203125
72,167.759918212890625,-401.694061279296875,12.195462226867676,10,167.759918212890625,-401.694061279296875
73,164.454254150390625,-406.014953613281250,12.143997192382812,10,164.454254150390625,-406.014953613281307
74,160.457504272460938,-413.223297119140625,12.154642105102539,10,160.457504272460938,-413.223297119140625
75,157.717422485351562,-420.668579101562500,12.166334152221680,10,157.717422485351562,-420.668579101562500
76,155.831024169921875,-430.045684814453125,12.993753433227539,10,155.831024169921875,-430.045684814453125
77,154.875961303710938,-440.870239257812500,14.799496650695801,10,154.875961303710938,-440.870239257812500
78,154.666961669921875,-451.139434814453125,15.774871826171875,10,154.666961669921875,-451.139434814453125
79,155.000427246093750,-461.347869873046875,16.062397003173828,10,155.000427246093750,-461.347869873046875
80,158.073059082031250,-500.407104492187500,17.129713058471680,10,158.073059082031250,-500.407104492187500
81,159.333526611328125,-525.781555175781250,17.001739501953125,10,159.333526611328125,-525.781555175781250
82,159.097335815429688,-541.279235839843750,14.833013534545898,10,159.097335815429688,-541.279235839843750
83,157.477752685546875,-552.983520507812500,13.972609519958496,10,157.477752685546875,-552.983520507812500
84,155.723922729492188,-558.648132324218750,13.831163406372070,10,155.723922729492188,-558.648132324218750
85,153.017974853515625,-564.132812500000000,13.383444786071777,10,153.017974853515625,-564.132812500000000
86,149.570678710937500,-568.675659179687500,13.169496536254883,10,149.570678710937500,-568.675659179687500
87,144.834365844726562,-572.594665527343750,12.961885452270508,10,144.834365844726562,-572.594665527343750
88,139.590377807617188,-574.994995117187500,12.724288940429688,10,139.590377807617188,-574.994995117187500
89,135.442077636718750,-575.805969238281250,12.648302078247070,10,135.442077636718750,-575.805969238281250
90,131.085189819335938,-575.746582031250000,12.558211326599121,10,131.085189819335938,-575.746582031250000
91,125.928413391113281,-574.438415527343750,12.440214157104492,10,125.928413391113281,-574.438415527343750
92,122.404075622558594,-572.641723632812500,12.490326881408691,10,122.404075622558594,-572.641723632812500
93,119.122825622558594,-570.114685058593750,12.416663169860840,10,119.122825622558594,-570.114685058593750
94,115.327438354492188,-565.815795898437500,12.216408729553223,10,115.327438354492188,-565.815795898437500
95,112.986289978027344,-561.950866699218750,12.634004592895508,10,112.986289978027344,-561.950866699218750
96,109.996070861816406,-554.797241210937500,13.074625015258789,10,109.996070861816406,-554.797241210937500
97,105.818611145019531,-542.420166015625000,11.730319976806641,10,105.818611145019531,-542.420166015625000
98,102.241127014160156,-533.506835937500000,13.277670860290527,10,102.241127014160156,-533.506835937500000
99,96.235504150390625,-520.408081054687500,15.652843475341797,10,96.235504150390625,-520.408081054687500
100,78.895195007324219,-485.128265380859375,14.221943855285645,10,78.895195007324219,-485.128265380859375
101,75.882423400878906,-477.882904052734375,13.775317192077637,10,75.882423400878906,-477.882904052734375
102,73.168609619140625,-469.291625976562500,14.660566329956055,10,73.168609619140625,-469.291625976562500
103,70.111206054687500,-456.168334960937500,16.456315994262695,10,70.111206054687500,-456.168334960937500
104,67.139747619628906,-438.863037109375000,19.392337799072266,10,67.139747619628906,-438.863037109375000
105,64.977439880371094,-421.563110351562500,20.795719146728516,10,64.977439880371094,-421.563110351562500
106,64.120269775390625,-408.627075195312500,18.265981674194336,10,64.120269775390625,-408.627075195312500
107,64.173393249511719,-399.203826904296875,16.267917633056641,10,64.173393249511719,-399.203826904296875
108,64.955741882324219,-390.484283447265625,14.931928634643555,10,64.955741882324219,-390.484283447265625
109,66.857070922851562,-379.676391601562500,15.057300567626953,10,66.857070922851562,-379.676391601562500
110,70.057983398437500,-366.228973388671875,14.870679855346680,10,70.057983398437500,-366.228973388671875
111,74.601127624511719,-352.664672851562500,13.869184494018555,10,74.601127624511719,-352.664672851562500
112,79.492675781250000,-343.153930664062500,13.365374565124512,10,79.492675781250000,-343.153930664062500
113,82.992324829101562,-338.535919189453125,13.019295692443848,10,82.992324829101562,-338.535919189453125
114,85.997245788574219,-335.553833007812500,12.964566230773926,10,85.997245788574219,-335.553833007812500
115,89.352088928222656,-333.046936035156250,12.792065620422363,10,89.352088928222656,-333.046936035156250
116,92.957397460937500,-331.068847656250000,12.840429306030273,10,92.957397460937500,-331.068847656250000
117,98.293159484863281,-329.001861572265625,13.141246795654297,10,98.293159484863281,-329.001861572265625
118,105.193588256835938,-327.500396728515625,13.068151473999023,10,105.193588256835938,-327.500396728515625
119,118.624649047851562,-326.251708984375000,14.302901268005371,10,118.624649047851562,-326.251708984375000
120,145.030914306640625,-324.906158447265625,14.587818145751953,10,143.598682679340328,-326.577095345782595
121,154.522720336914062,-323.593688964843750,14.421648025512695,10,156.432362506647763,-325.980741677010883
122,164.211349487304688,-321.365173339843750,14.499301910400391,10,168.388691733597142,-324.468341865661046
123,173.048507690429688,-318.561676025390625,14.591465950012207,10,175.912970945030253,-322.022902458033002
124,184.957031250000000,-313.906219482421875,14.385359764099121,10,189.731136674334266,-316.770682737022412
125,223.629837036132812,-297.578125000000000,13.610819816589355,10,223.629837036132812,-297.578125000000000
126,235.092742919921875,-291.541320800781250,13.068995475769043,10,235.092742919921875,-291.541320800781250
127,241.221572875976562,-287.257812500000000,12.836892127990723,10,241.221572875976562,-287.257812500000000
128,246.258972167968750,-282.774047851562500,12.741683959960938,10,246.258972167968750,-282.774047851562500
129,250.774063110351562,-277.515136718750000,12.526473045349121,10,250.774063110351562,-277.515136718750000
130,254.032409667968750,-272.489868164062500,12.489264488220215,10,254.032409667968750,-272.489868164062500
131,256.473846435546875,-267.518066406250000,12.378014564514160,10,256.473846435546875,-267.518066406250000
132,258.647064208984375,-260.801666259765625,12.322087287902832,10,258.647064208984375,-260.801666259765625
133,259.568420410156250,-255.300079345703125,12.271779060363770,10,259.568420410156250,-255.300079345703125
134,259.711914062500000,-248.184722900390625,12.218381881713867,10,259.711914062500000,-248.184722900390625
135,259.056335449218750,-242.621063232421875,12.206551551818848,10,259.056335449218750,-242.621063232421875
136,257.565551757812500,-236.135040283203125,12.270757675170898,10,257.565551757812500,-236.135040283203125
137,252.270523071289062,-221.937988281250000,12.632272720336914,10,252.270523071289062,-221.937988281249972
138,240.608352661132812,-197.141632080078125,13.718178749084473,10,240.608352661132812,-197.141632080078125
139,218.980850219726562,-153.790664672851562,18.000932693481445,10,218.980850219726562,-153.790664672851562
140,201.213760375976562,-119.445205688476562,16.993227005004883,10,201.213760375976562,-119.445205688476562
141,170.602355957031250,-65.283706665039062,20.190158843994141,10,170.602355957031250,-65.283706665039062
142,146.787368774414062,-21.745019912719727,16.702354431152344,10,146.787368774414034,-21.745019912719727
143,124.210762023925781,20.368925094604492,15.481529235839844,10,124.210762023925781,20.368925094604492
144,115.626930236816406,37.509159088134766,14.489861488342285,10,115.626930236816406,37.509159088134766
145,109.704254150390625,51.794414520263672,13.991980552673340,10,109.704254150390625,51.794414520263672
146,106.346130371093750,63.158473968505859,13.312448501586914,10,106.346130371093750,63.158473968505859
147,105.192283630371094,72.124786376953125,12.984511375427246,10,105.192283630371094,72.124786376953125
148,105.389564514160156,76.420425415039062,12.867553710937500,10,105.389564514160156,76.420425415039062
149,106.235366821289062,80.614959716796875,12.736753463745117,10,106.235366821289062,80.614959716796875
150,107.703201293945312,84.339294433593750,12.609383583068848,10,107.703201293945312,84.339294433593750
151,109.738647460937500,87.588554382324219,12.504709243774414,10,109.738647460937500,87.588554382324219
152,112.716148376464844,90.710586547851562,12.431180953979492,10,112.716148376464844,90.710586547851562
153,116.335678100585938,93.139411926269531,12.393841743469238,10,116.335678100585938,93.139411926269531
154,120.205215454101562,94.668395996093750,12.359158515930176,10,120.205215454101562,94.668395996093750
155,122.983436584472656,95.237342834472656,12.329150199890137,10,122.983436584472656,95.237342834472656
156,126.984291076660156,95.371131896972656,12.292158126831055,10,126.984291076660156,95.371131896972656
157,131.272399902343750,94.748512268066406,12.425459861755371,10,131.272399902343750,94.748512268066406
158,137.776535034179688,92.388412475585938,12.327978134155273,10,137.776535034179688,92.388412475585938
159,162.579299926757812,80.636871337890625,13.482447624206543,10,162.579299926757812,80.636871337890625
160,191.310211181640625,68.511833190917969,12.898612976074219,10,191.310211181640653,68.511833190917969
161,200.194702148437500,63.937870025634766,12.641644477844238,10,200.194702148437500,63.937870025634766
162,207.363159179687500,59.412811279296875,12.482136726379395,10,207.363159179687500,59.412811279296875
163,214.041091918945312,54.236640930175781,12.367911338806152,10,214.041091918945312,54.236640930175781
164,219.965713500976562,48.420291900634766,12.699638366699219,10,219.965713500976562,48.420291900634766
165,225.542007446289062,41.550525665283203,12.838340759277344,10,225.542007446289062,41.550525665283203
166,231.355163574218750,32.802284240722656,12.990052223205566,10,231.355163574218750,32.802284240722656
167,235.546905517578125,25.269960403442383,13.405053138732910,10,235.546905517578125,25.269960403442383
168,239.605224609375000,16.756698608398438,14.402262687683105,10,239.605224609375000,16.756698608398438
169,251.170822143554688,-11.906894683837891,13.547624588012695,10,251.170822143554688,-11.906894683837891
170,255.357498168945312,-19.676269531250000,13.153644561767578,10,255.357498168945312,-19.676269531250000
171,259.501251220703125,-25.865644454956055,13.070644378662109,10,259.501251220703125,-25.865644454956055
172,265.301727294921875,-32.834236145019531,12.839843750000000,10,265.301727294921875,-32.834236145019531
173,272.707550048828125,-39.572048187255859,12.588392257690430,10,272.707550048828125,-39.572048187255859
174,279.898284912109375,-44.238162994384766,12.425837516784668,10,279.898284912109375,-44.238162994384766
175,287.364013671875000,-47.503845214843750,12.326106071472168,10,287.364013671875000,-47.503845214843750
176,292.606506347656250,-49.001502990722656,12.295080184936523,10,292.606506347656250,-49.001502990722656
177,297.844604492187500,-49.896366119384766,12.236381530761719,10,297.844604492187500,-49.896366119384766
178,303.600677490234375,-50.175312042236328,12.207761764526367,10,303.600677490234375,-50.175312042236328
179,309.033752441406250,-49.740039825439453,12.174466133117676,10,309.033752441406250,-49.740039825439453
180,313.153259277343750,-48.894081115722656,12.162601470947266,10,313.153259277343750,-48.894081115722656
181,317.919067382812500,-47.212909698486328,12.150657653808594,10,317.919067382812500,-47.212909698486328
182,322.695739746093750,-44.603340148925781,12.149485588073730,10,322.695739746093750,-44.603340148925781
183,325.913696289062500,-42.162811279296875,12.119071006774902,10,325.913696289062500,-42.162811279296875
184,328.796295166015625,-39.244411468505859,12.171575546264648,10,328.796295166015625,-39.244411468505859
185,331.893829345703125,-34.928710937500000,12.149290084838867,10,331.893829345703125,-34.928710937500000
186,333.635925292968750,-31.560976028442383,12.115818977355957,10,333.635925292968750,-31.560976028442383
187,335.537109375000000,-26.286777496337891,12.153958320617676,10,335.537109375000000,-26.286777496337891
188,337.501037597656250,-15.594960212707520,12.156286239624023,10,337.501037597656250,-15.594960212707520
189,337.736389160156250,-2.091328144073486,12.243656158447266,10,337.736389160156250,-2.091328144073486
190,336.304046630859375,19.658475875854492,12.417641639709473,10,336.304046630859375,19.658475875854492
191,334.189392089843750,35.223709106445312,14.238887786865234,10,334.189392089843750,35.223709106445312
192,327.892272949218750,68.973670959472656,19.263950347900391,10,327.892272949218750,68.973670959472656
193,320.292419433593750,104.473434448242188,20.854963302612305,10,320.292419433593750,104.473434448242188
194,316.343658447265625,119.080039978027344,17.739046096801758,10,316.343658447265625,119.080039978027344
195,312.820434570312500,128.409484863281250,16.210674285888672,10,312.820434570312500,128.409484863281250
196,308.522766113281250,136.133590698242188,15.403922080993652,10,308.522766113281307,136.133590698242188
197,303.055419921875000,142.701126098632812,14.797024726867676,10,303.055419921875000,142.701126098632812
198,296.823913574218750,147.598312377929688,14.067813873291016,10,296.823913574218750,147.598312377929688
199,292.568572998046875,149.782928466796875,13.839963912963867,10,292.568572998046875,149.782928466796875
200,288.484558105468750,151.229339599609375,13.640473365783691,10,288.484558105468750,151.229339599609375
201,279.657073974609375,152.786712646484375,13.134849548339844,10,279.657073974609375,152.786712646484375
202,269.852355957031250,152.657424926757812,12.878360748291016,10,269.852355957031250,152.657424926757812
203,259.790893554687500,150.886322021484375,12.942642211914062,10,259.790893554687500,150.886322021484375
204,245.212890625000000,146.793869018554688,15.380677223205566,10,245.212890625000000,146.793869018554688
205,228.086364746093750,140.965042114257812,18.054782867431641,10,228.086364746093750,140.965042114257812
206,202.298049926757812,131.377853393554688,19.885993957519531,10,202.298049926757812,131.377853393554688
207,192.063720703125000,128.237030029296875,17.579204559326172,10,192.063720703125000,128.237030029296875
208,184.908432006835938,126.833984375000000,15.651216506958008,10,184.908432006835938,126.833984375000000
209,179.729873657226562,126.418548583984375,13.961944580078125,10,179.729873657226562,126.418548583984375
210,173.681320190429688,126.696517944335938,12.684378623962402,10,173.681320190429688,126.696517944335938
211,169.033203125000000,127.871833801269531,12.804982185363770,10,169.033203125000000,127.871833801269531
212,164.048477172851562,130.442733764648438,13.060592651367188,10,164.048477172851562,130.442733764648438
213,159.706161499023438,134.282073974609375,13.142591476440430,10,159.706161499023438,134.282073974609375
214,156.342254638671875,139.204452514648438,13.328576087951660,10,156.342254638671875,139.204452514648438
215,154.566955566406250,143.659683227539062,13.626996994018555,10,154.566955566406250,143.659683227539062
216,153.262069702148438,149.995391845703125,14.464034080505371,10,153.262069702148438,149.995391845703125
217,152.855987548828125,154.886917114257812,15.467234611511230,10,152.855987548828125,154.886917114257812
218,153.038574218750000,160.477111816406250,15.656919479370117,10,153.038574218750028,160.477111816406250
219,154.201385498046875,171.728942871093750,13.137138366699219,10,154.201385498046875,171.728942871093750
220,154.108367919921875,177.450119018554688,12.312489509582520,10,154.108367919921875,177.450119018554688
221,152.713973999023438,183.563781738281250,12.563951492309570,10,152.713973999023438,183.563781738281250
222,150.177658081054688,188.836914062500000,13.096228599548340,10,150.177658081054688,188.836914062500000
223,145.606506347656250,194.396163940429688,12.671038627624512,10,145.606506347656250,194.396163940429688
224,139.779876708984375,198.341369628906250,12.574883460998535,10,139.779876708984375,198.341369628906250
225,132.841262817382812,200.707336425781250,12.550861358642578,10,132.841262817382812,200.707336425781250
226,126.066909790039062,201.421524047851562,12.521216392517090,10,126.066909790039062,201.421524047851562
227,117.922714233398438,200.744766235351562,12.311694145202637,10,117.922714233398438,200.744766235351562
228,101.894332885742188,197.571517944335938,13.913009643554688,10,101.894332885742188,197.571517944335938
229,65.497634887695312,188.501205444335938,13.661819458007812,10,65.497634887695312,188.501205444335938
230,50.908161163330078,184.009521484375000,13.733761787414551,10,50.908161163330078,184.009521484375000
231,41.344978332519531,180.175186157226562,13.141915321350098,10,41.344978332519531,180.175186157226562
232,33.685039520263672,176.036682128906250,12.787039756774902,10,33.685039520263672,176.036682128906250
233,28.321424484252930,171.720581054687500,13.087863922119141,10,28.321424484252930,171.720581054687500
234,22.895565032958984,165.109054565429688,12.970791816711426,10,22.895565032958984,165.109054565429688
235,20.044471740722656,160.210861206054688,13.014266967773438,10,20.044471740722656,160.210861206054688
236,17.591268539428711,154.844329833984375,12.838077545166016,10,17.591268539428711,154.844329833984375
237,13.031660079956055,141.248077392578125,13.260674476623535,10,13.031660079956055,141.248077392578125
238,8.717382431030273,122.650390625000000,13.122381210327148,10,8.717382431030273,122.650390625000000
239,5.027304649353027,100.828788757324219,13.327965736389160,10,5.027304649353028,100.828788757324219
240,2.812343597412109,81.366401672363281,14.050773620605469,10,2.812343597412110,81.366401672363281
241,1.277265548706055,55.880195617675781,13.421290397644043,10,1.277265548706055,55.880195617675781
242,0.073378905653954,27.678670883178711,15.139549255371094,10,0.073378905653954,27.678670883178711
