id,x,y,v
0,-0.26457029581069946,-1.5402734279632568,3.1414196491241455
1,-0.3000585734844208,-1.640468716621399,3.289102792739868
2,-0.3336132764816284,-1.7458593845367432,3.412041187286377
3,-0.36427733302116394,-1.8558788299560547,3.524188995361328
4,-0.3918554484844208,-1.9702342748641968,3.6280834674835205
5,-0.4175390601158142,-2.0884764194488525,3.730205535888672
6,-0.44289061427116394,-2.210253953933716,3.8209593296051025
7,-0.4684765636920929,-2.335038900375366,3.923712968826294
8,-0.49460935592651367,-2.463202953338623,3.99212384223938
9,-0.5210937261581421,-2.593574047088623,4.083246231079102
10,-0.5481054782867432,-2.7269530296325684,4.131495475769043
11,-0.5753320455551147,-2.86187481880188,4.197458267211914
12,-0.6029882431030273,-2.9989452362060547,4.218846797943115
13,-0.6307030916213989,-3.136660099029541,4.255792617797852
14,-0.6586718559265137,-3.275585889816284,4.248250484466553
15,-0.689453125,-3.4135937690734863,4.242578029632568
16,-0.723925769329071,-3.5506248474121094,4.213580131530762
17,-0.7622851133346558,-3.685742139816284,4.1815876960754395
18,-0.8048437237739563,-3.818730354309082,4.145374774932861
19,-0.8517577648162842,-3.9492576122283936,4.155022621154785
20,-0.8976757526397705,-4.080331802368164,4.179440021514893
21,-0.9401757717132568,-4.213105201721191,4.212960243225098
22,-0.9795507788658142,-4.34792947769165,4.2587127685546875
23,-1.017519474029541,-4.484765529632568,4.309732437133789
24,-1.0551953315734863,-4.623456954956055,4.3578619956970215
25,-1.0930663347244263,-4.763789176940918,4.400557518005371
26,-1.1311328411102295,-4.905507564544678,4.430683612823486
27,-1.1694140434265137,-5.048202991485596,4.45314884185791
28,-1.2077734470367432,-5.191620826721191,4.465304374694824
29,-1.2462499141693115,-5.335390567779541,4.469005107879639
30,-1.28466796875,-5.479296684265137,4.469184398651123
31,-1.323144555091858,-5.623144626617432,4.4691314697265625
32,-1.3645312786102295,-5.76623010635376,4.47540807723999
33,-1.409706950187683,-5.90847635269165,4.49238920211792
34,-1.4591405391693115,-6.050117015838623,4.516607761383057
35,-1.51318359375,-6.191171646118164,4.544611930847168
36,-1.5720702409744263,-6.331562519073486,4.613190650939941
37,-1.6314843893051147,-6.474062442779541,4.69345760345459
38,-1.6882226467132568,-6.62023401260376,4.76602029800415
39,-1.7425585985183716,-6.769765377044678,4.837523460388184
40,-1.7958788871765137,-6.922128677368164,4.906174659729004
41,-1.8491991758346558,-7.076913833618164,4.970358848571777
42,-1.9029687643051147,-7.233769416809082,5.029491424560547
43,-1.9572265148162842,-7.392519474029541,5.092005729675293
44,-2.01171875,-7.55285120010376,5.136970043182373
45,-2.0642967224121094,-7.706386566162109,5.175832271575928
46,-2.119824171066284,-7.869863033294678,5.223936557769775
47,-2.1761131286621094,-8.034804344177246,5.210777282714844
48,-2.23193359375,-8.199198722839355,5.212493896484375
49,-2.287792921066284,-8.36361312866211,5.201395034790039
50,-2.3436522483825684,-8.527597427368164,5.1920976638793945
51,-2.3907811641693115,-8.666327476501465,5.194862365722656
52,-2.446601390838623,-8.830156326293945,5.182938575744629
53,-2.502148389816284,-8.993613243103027,5.174492835998535
54,-2.557753801345825,-9.1567964553833,5.165667533874512
